Country,ISO3,Year,Dependency_Ratio,Health_Expenditure,Education_perGDP,RD_Expenditure,Contribution_revenue,GDP_percapita,income_level,edu_index,health_index,gdp_index,demo_index,PSP,gov_spending,PSE
Argentina,ARG,2006,58.0003526705021,7.64032793,4.12821,0.452160000801086,19.433826752701,5869.38028970204,Upper middle income,0.4862491612679736,0.4068963664436518,0.07956634501276981,0.5843133656851623,0.3892563096023894,11.76853793,0.033076012663400524
Argentina,ARG,2007,57.5050434620378,7.83455086,4.4626,0.460070013999939,26.4020495129493,7185.25155147027,Upper middle income,0.5349196345529941,0.4203633804300616,0.09774394017899399,0.5909280148728275,0.4109887425087193,12.29715086,0.03342146056332266
Argentina,ARG,2008,57.0741876732807,8.1826973,4.84441,0.470550000667572,24.02195439319,8944.1102657357,Upper middle income,0.5904920900838222,0.44450313044206463,0.12204101436202595,0.5966819153543859,0.4384295375605746,13.027107299999999,0.033655172055009834
Argentina,ARG,2009,56.735685768345,9.45599556,5.53105,0.583980023860931,28.9770737481959,8150.23527028221,Upper middle income,0.690432560123077,0.5327909833556792,0.11107433494648039,0.6012024679955295,0.4838750866051915,14.987045559999999,0.032286222435770826
Argentina,ARG,2010,56.452142111234,9.44546413,5.01971,0.561039984226227,28.306984863164,10260.1313108254,Upper middle income,0.6160070096892651,0.5320607559046419,0.1402206786520766,0.6049890760155823,0.4733193800653915,14.46517413,0.03272130537880995
Argentina,ARG,2011,56.2739537637124,9.41819859,5.29063,0.565970003604889,30.3497828604286,12704.2831819684,Upper middle income,0.6554394228068158,0.530170220072817,0.1739844703916307,0.6073687075428045,0.491740705203517,14.70882859,0.03343167011530977
Argentina,ARG,2012,56.1467747951315,9.82726669,5.34583,0.634909987449646,31.2223396268536,12949.717486654,Upper middle income,0.6634737842570181,0.5585341512733919,0.17737492777154448,0.6090671299561895,0.502112498314536,15.173096690000001,0.03309228884341446
Argentina,ARG,2013,56.0487044709811,9.78097916,5.43661,0.618489980697632,31.7523181946791,12963.675773326,Upper middle income,0.6766868156419702,0.5553246702203238,0.17756774913006915,0.6103768184878984,0.5049890133700654,15.21758916,0.033184560843411905
Argentina,ARG,2014,56.0256427923844,9.67129993,5.36144,0.593959987163544,29.2376840944513,12233.1444119186,Upper middle income,0.6657458201671205,0.5477197405427175,0.167476105874596,0.610684797647157,0.4979066160578977,15.03273993,0.03312148140501342
Argentina,ARG,2015,56.0522891497333,10.22933674,5.77611,0.622619986534119,31.1406982010086,13679.6264980954,Upper middle income,0.7261010495612394,0.5864128522427702,0.18745797381385376,0.6103289465889088,0.5275752055516931,16.00544674,0.032962229303678474
Argentina,ARG,2016,56.0461721346243,9.85558891,5.54549,0.558149993419647,32.3220780680517,12699.9623137756,Upper middle income,0.6925343025024415,0.5604979550985436,0.17392478142732443,0.6104106367903631,0.5093419189546682,15.401078909999999,0.033071833598875326
Argentina,ARG,2017,55.9728015245357,10.23174763,5.46223,0.556309998035431,35.0715804198445,14532.5009308511,Upper middle income,0.6804158073150531,0.5865800183407673,0.19923967816190938,0.6113904708780955,0.5194064936739564,15.69397763,0.033095911432999565
Armenia,ARM,2000,54.813388611356,4.19581175,2.77273,0.1910600066185,,593.450581742282,Upper middle income,0.2889590116571016,0.168060779046866,0.006684052387976741,0.626873949790411,0.27264444822058886,6.96854175,0.03912503619865503
Armenia,ARM,2001,52.4889483731996,4.64563894,2.46944,0.279870003461838,,659.588988535629,Upper middle income,0.2448151441891335,0.1992508607699531,0.007597695856421353,0.6579158857575791,0.27739489664327177,7.11507894,0.03898690358638126
Armenia,ARM,2002,51.0703531395798,7.61358786,2.13504,0.252550005912781,,742.651118319819,Upper middle income,0.19614321540385035,0.4050422656086599,0.008745125557737618,0.6768606371357786,0.3216978109265066,9.74862786,0.03299929134093613
Armenia,ARM,2003,50.0136226039065,7.17936182,2.14504,0.321090012788773,,882.030167695474,Upper middle income,0.19759871566656811,0.3749339351764944,0.010670523587024526,0.6909728354553788,0.3185440024713665,9.324401819999999,0.03416240619190374
Armenia,ARM,2004,48.9919306433595,6.05510139,2.48673,0.256590008735657,14.082448556199,1130.08791444158,Upper middle income,0.24733170414337258,0.2969800553993895,0.01409722149373106,0.7046171081266456,0.31575652229078466,8.54183139,0.03696590436805434
Armenia,ARM,2005,47.8193074702708,5.8618803,2.71203,0.257609993219376,14.2543232675329,1557.48458908655,Upper middle income,0.2801241250624045,0.28358250691477266,0.020001327733308684,0.7202770045847742,0.325996241073815,8.5739103,0.038021886125145836
Armenia,ARM,2006,46.4862231466127,5.85007095,2.71577,0.240569993853569,14.8262017223638,2041.65267068997,Upper middle income,0.280668482160661,0.28276367114898326,0.026689680640999528,0.73807979320224,0.33205040678822095,8.56584095,0.038764484272641196
Armenia,ARM,2007,45.1305540220802,5.49814034,3.01894,0.211070001125336,12.666552810745,2962.70234594569,Upper middle income,0.3247948836254765,0.2583615346601777,0.039413165537449564,0.7561841924746353,0.3446884440744348,8.51708034,0.04047025862320735
Armenia,ARM,2008,44.0261431322025,6.63976622,3.17273,0.224380001425743,12.6315310828822,3777.66859313767,Upper middle income,0.3471790221658135,0.3375194986204958,0.0506712019016498,0.7709331421625041,0.37657571621261576,9.81249622,0.03837715783727617
Armenia,ARM,2009,43.2941291937252,8.44377708,3.84079,0.29093000292778,14.2432790431012,2820.5926553347,Upper middle income,0.44441517271693864,0.46260585934657045,0.03745004611978502,0.7807088849122121,0.43129499077387656,12.28456708,0.0351086845767687
Armenia,ARM,2010,42.9172236658305,9.23538303,3.249,0.241390004754066,12.9238503075137,3041.34450723339,Upper middle income,0.3582801226695621,0.5174941693951068,0.04049953729160107,0.7857423020207795,0.4255040328442624,12.48438303,0.03408290436313715
Armenia,ARM,2011,42.8588952887091,9.37588882,3.14385,0.270139992237091,13.3840445298085,3349.55309771906,Upper middle income,0.3429755374070845,0.5272365486244881,0.044757165790207096,0.7865212533218064,0.4253726262858965,12.51973882,0.0339761581612528
Armenia,ARM,2012,43.1066653605776,9.13455009,2.77248,0.238529995083809,13.0790933541963,3511.56399687426,Upper middle income,0.2889226241505336,0.5105026230659951,0.04699520276458545,0.7832123867055484,0.40740820917166565,11.90703009,0.03421577052314862
Armenia,ARM,2013,43.5955735295585,10.32345009,2.65018,0.222159996628761,1.61983528844496,3680.16692158886,Upper middle income,0.271121855937495,0.592938476177894,0.049324302729262075,0.7766832207471378,0.42251696389794724,12.97363009,0.03256736633978958
Armenia,ARM,2014,44.220347328995,10.17827892,2.24724,0.241510003805161,1.40949242625845,3852.11800610384,Upper middle income,0.21247392835154405,0.5828726092032095,0.051699654553958314,0.7683396256063764,0.40384645442877204,12.42551892,0.03250137535734983
Armenia,ARM,2015,45.0074829961521,10.11762714,2.80591,0.250019997358322,0.726236230955159,3512.39350276709,Upper middle income,0.2937883615287992,0.5786671409324926,0.04700666165326701,0.7578277550165158,0.4193224797827687,12.92353714,0.03244641735774581
Armenia,ARM,2016,45.9130890185114,9.95194912,2.75812,0.233050003647804,,3524.42476874707,Upper middle income,0.28683252577327084,0.5671793716326439,0.04717286292893539,0.7457337619354737,0.41172963056758094,12.71006912,0.03239397258034588
Armenia,ARM,2017,46.8188831337656,10.36270332,2.70759,0.227880001068115,,3869.05373867752,Upper middle income,0.27947788294575787,0.5956602135001646,0.051933606688572234,0.7336372569517793,0.4151772400215685,13.07029332,0.03176495200656817
Australia,AUS,2000,49.4598371499961,7.58869076,4.89147,1.57197999954224,,21870.4159669594,High income,0.5973416743201722,0.40331595248012747,0.3006064704659575,0.6983684106642601,0.4999081269826293,12.48016076,0.04005622496345386
Australia,AUS,2005,48.4752997933678,7.9648633,4.9103,,,34479.7679298388,High income,0.6000823813148698,0.4293989739724059,0.47479349160482887,0.711516498999704,0.5539478364729522,12.8751633,0.04302452897610644
Australia,AUS,2006,48.3296763998251,7.97161102,4.7502,2.17862010002136,,36595.7071548423,High income,0.5767798221087579,0.4298668468420839,0.5040233165474016,0.713461239063772,0.5560328061405039,12.72181102,0.043707048097661794
Australia,AUS,2007,48.2183232721235,8.0517149,4.66089,,,41051.6120652288,High income,0.5637807492624253,0.43542108326682377,0.5655776934180948,0.7149483139315682,0.5699319599697281,12.7126049,0.044832035955882504
Australia,AUS,2008,48.1253903251165,8.24737453,4.63776,2.39897990226746,,49701.2817843335,High income,0.5604141771547589,0.4489877150429264,0.6850652140013408,0.7161893949208217,0.6026641252799619,12.88513453,0.04677204757752436
Australia,AUS,2009,48.1482571709664,8.54235363,5.08582,,,42816.5674002829,High income,0.6256293219260926,0.4694409522863279,0.5899589870136166,0.715884017672144,0.6002283197245453,13.62817363,0.04404319581042389
Australia,AUS,2010,48.3638611109409,8.41878414,5.55006,2.37009000778198,,52144.6654705468,High income,0.6931994661225036,0.4608729008717832,0.7188183939469674,0.7130047164153968,0.6464738693391627,13.96884414,0.04627969664920055
Australia,AUS,2011,48.7682383229883,8.53360462,5.07451,2.23445010185242,,62605.600458306,High income,0.6239831511289587,0.4688343141306929,0.8633269388118752,0.7076044263511905,0.6659372076056793,13.60811462,0.04893677237454657
Australia,AUS,2012,49.3289726898378,8.66922569,4.869,,,68072.8732340801,High income,0.5940711652298453,0.47823799703539344,0.9388524663226697,0.7001160512901314,0.67781941996951,13.538225689999999,0.05006707935665313
Australia,AUS,2013,49.9243673123919,8.74458122,5.22974,2.17708992958069,,68190.7010035651,High income,0.646576881707127,0.4834629927476059,0.9404801525221231,0.6921648028798132,0.6906712074641673,13.97432122,0.04942431167788537
Australia,AUS,2014,50.4910608998852,9.82490253,5.16477,,,62544.0873773726,High income,0.6371204965002496,0.5583702253363971,0.8624771901205541,0.6845968448969812,0.6856411892135456,14.98967253,0.04574090513594065
Australia,AUS,2015,51.0633010294012,10.17367649,5.31127,1.91902005672455,,56739.0265346593,High income,0.6584435753490654,0.5825534862799713,0.782285419861551,0.6769548151443174,0.6750593241587264,15.48494649,0.0435945532388292
Australia,AUS,2016,51.6034455745862,10.08972931,5.27678,,,49888.0410842736,High income,0.6534235549429516,0.5767327634272181,0.6876451281969564,0.6697414086177007,0.6468857137962067,15.366509309999998,0.042097115274920355
Australia,AUS,2017,52.0424214921712,10.11242294,5.12425,1.87918996810913,,53901.7145392154,High income,0.6312228094357171,0.578306292529124,0.7430904694800484,0.6638790671812049,0.6541246596565236,15.23667294,0.04293093789125617
Bangladesh,BGD,2000,68.8735107703625,1.80504513,2.12508,,,396.670730249751,Lower middle income,0.19469353714218343,0.002289994362577488,0.003965713154323828,0.4391068458718309,0.1600140226327289,3.9301251300000004,0.04071473994842726
Bangladesh,BGD,2001,67.829792240324,1.77201855,2.17193,,,394.65641001891,Lower middle income,0.20151255587301634,0.0,0.003937887105716185,0.4530452742492793,0.16462392930700295,3.94394855,0.0417408917028096
Bangladesh,BGD,2002,67.1451832030454,1.93417108,2.01715,,,393.886422327628,Lower middle income,0.17898432280667023,0.011243319156197118,0.003927250408235391,0.4621879441914424,0.16408570914063628,3.95132108,0.04152679719478435
Bangladesh,BGD,2003,66.5127410987043,1.96152198,2.06939,,,426.74880754362,Lower middle income,0.186587856179108,0.013139773672874918,0.004381215132603714,0.4706339463659137,0.1686856978376251,4.03091198,0.041848023145775834
Bangladesh,BGD,2004,65.873127608104,1.99854314,1.94014,,,455.614016909798,Lower middle income,0.16777551528348048,0.015706743904006296,0.004779962415481228,0.4791757194315439,0.16685948525862798,3.93868314,0.042364282509566885
Bangladesh,BGD,2006,64.524039740509,2.10646582,2.13129,,,490.388026533289,Lower middle income,0.19559740280533117,0.023189878058201305,0.005260334536681591,0.4971922287452799,0.18030996103637348,4.23775582,0.042548454581881376
Bangladesh,BGD,2007,63.9122837398699,2.17268491,2.20222,,,537.955492792911,Lower middle income,0.20592126616878853,0.027781372024425224,0.005917436921901652,0.505361976578604,0.18624551292342986,4.37490491,0.04257132823566441
Bangladesh,BGD,2008,63.3356883947747,2.11878848,2.05457,,,613.06204104124,Lower middle income,0.18443080478976023,0.02404430567171622,0.00695496731568502,0.5130621684302167,0.18212306155184455,4.17335848,0.043639448282392586
Bangladesh,BGD,2009,62.7031938906288,2.18321705,1.93942,,,679.211477428056,Lower middle income,0.1676707192645648,0.028511648705385736,0.007868763148187387,0.5215088703823627,0.18139000037512515,4.12263705,0.04399853738643453
Bangladesh,BGD,2011,61.0979549461299,2.36418128,2.1327,,,837.336944695647,Lower middle income,0.19580262834237436,0.04105933201162499,0.010053126324869158,0.5429461711609198,0.19746531445994708,4.49688128,0.043911613886312574
Bangladesh,BGD,2012,60.0398362395264,2.3537879,2.1755,,,859.680536375497,Lower middle income,0.20203216946680655,0.040338676660446465,0.010361783239809266,0.5570769079279361,0.20245238432374957,4.5292879,0.04469850201479786
Bangladesh,BGD,2013,58.8576060722821,2.29574466,1.96616,,,958.262989798283,Lower middle income,0.17156272696707217,0.03631407912761891,0.011723612455841028,0.5728651018111908,0.19811638009043073,4.26190466,0.046485408730478434
Bangladesh,BGD,2016,55.3718768318608,2.38938212,1.53554,,,1649.28380858601,Lower middle income,0.1088859746539184,0.042806705839984374,0.021269452584971,0.6194155710828224,0.19809442604042404,3.9249221199999997,0.05047091890843023
Bangladesh,BGD,2019,54.1751879343991,2.25762248,1.32632,,,2129.79896954606,Lower middle income,0.07843399815733665,0.03367076645978701,0.027907343631719386,0.6353968553154041,0.1938522408910618,3.58394248,0.05408910493760541
Brazil,BRA,2000,53.9320341342569,8.33457184,3.94893,1.04751002788544,,3766.54811466032,Upper middle income,0.4601549525579689,0.45503379514967446,0.05051758234805887,0.6386440735360688,0.40108760089794276,12.28350184,0.0326525453508576
Brazil,BRA,2001,52.8183017276819,8.54963303,3.84468,1.06198000907898,,3176.28935747524,Upper middle income,0.4449813623191358,0.4699456907413223,0.04236368079008197,0.6535175082159304,0.4027020605166176,12.394313030000001,0.03249087380170981
Brazil,BRA,2002,51.7532497132855,8.69686985,3.75037,1.0096800327301,,2855.94018885769,Upper middle income,0.43125453934144437,0.4801547855904964,0.03793834096531728,0.6677408364348648,0.4042721255830307,12.44723985,0.032478857196845186
Brazil,BRA,2004,49.832060271032,8.12491989,3.97448,0.963429987430573,,3663.823188064,Upper middle income,0.46387375572921286,0.44049696500851604,0.04909852853679257,0.6933975251585694,0.41171669360827273,12.099399889999999,0.034027860666755165
Brazil,BRA,2005,49.0129699418087,8.03539562,4.47908,1.00246000289917,,4827.78173052472,Upper middle income,0.5373182989859528,0.434289538335398,0.06517758413276922,0.7043361370160388,0.43528038961753973,12.514475619999999,0.034782151712525355
Brazil,BRA,2006,48.2684711339596,8.24952507,4.8706,0.988070011138916,,5934.1447107274,Upper middle income,0.5943040452718801,0.4491368290134465,0.08046100808565425,0.714278610021589,0.45954512309814244,13.12012507,0.03502597121950625
Brazil,BRA,2007,47.5826124507755,8.20182991,4.97426,1.08138000965118,,7409.69130727951,Upper middle income,0.6093917609952129,0.4458297458240205,0.10084437647458135,0.7234379684668778,0.4698759629401732,13.176089910000002,0.03566125961113551
Brazil,BRA,2008,46.9295922668047,8.01128483,5.26884,1.12904000282288,,8908.33176567294,Upper middle income,0.6522678877343537,0.4326177463067566,0.12154676609573153,0.7321587823657836,0.48464779562565635,13.280124829999998,0.03649421988344792
Brazil,BRA,2009,46.3061674570182,8.39480495,5.46355,1.11865997314453,,8678.65922498836,Upper middle income,0.6806079333497319,0.45921023371341635,0.11837404351514083,0.7404843623088866,0.4996691432217939,13.858354949999999,0.03605544417245526
Brazil,BRA,2010,45.7187256688073,7.94516611,5.6488,1.15991997718811,31.5529577946931,11403.2821284616,Upper middle income,0.7075710757165791,0.4280332117875651,0.1560122939724126,0.7483294039127715,0.5099864963473321,13.59396611,0.03751565159281775
Brazil,BRA,2011,45.1609994407706,7.78819132,5.73741,1.13966000080109,31.8870126994403,13396.6243566047,Upper middle income,0.7204682635445214,0.41714890635337293,0.1835485500665187,0.7557776065267725,0.5192358316227964,13.52560132,0.038389112567957635
Brazil,BRA,2012,44.6429009356262,7.73637724,5.8551,1.12683999538422,31.4412568226523,12521.7213530369,Upper middle income,0.7375980461364473,0.4135562258184178,0.17146254053759397,0.7626965973260945,0.5213283524546384,13.59147724,0.03835700441158509
Brazil,BRA,2013,44.1751173479507,7.9766016,5.83885,1.19567000865936,32.2561576862547,12458.891214816,Upper middle income,0.7352328582095309,0.4302128832789779,0.17059459786721243,0.7689436532567009,0.5262459981531056,13.8154516,0.038091118074859424
Brazil,BRA,2014,43.8183703322034,8.39644146,5.94848,1.26970994472504,33.7823427905954,12274.9939689363,Upper middle income,0.751189507589706,0.4593237059129085,0.16805422041167564,0.7737078617906614,0.5380688239262379,14.34492146,0.03750936004959053
Brazil,BRA,2015,43.5935934449924,8.90929985,6.24106,1.37092995643616,31.6180564110507,8936.19661756825,Upper middle income,0.7937745342763034,0.49488423994036657,0.12193169432681024,0.7767096639558302,0.5468250331248277,15.150359850000001,0.03609320428945637
Brazil,BRA,2016,43.4398109123601,9.16901684,6.31404,1.28637003898621,31.2806879470141,8836.28652636996,Upper middle income,0.804396775193618,0.5128924758208481,0.12055152497165418,0.7787633659407119,0.5541510354817081,15.48305684,0.03579080288913466
Brazil,BRA,2017,43.3713300884192,9.47125053,6.32255,1.11749994754791,33.8720942275792,10080.5092817775,Upper middle income,0.8056354059171906,0.5338487312454483,0.1377393595277567,0.779677898961117,0.5642253489128781,15.79380053,0.03572448239048883
Canada,CAN,2000,46.505468173978,8.24814415,5.442,1.85847997665405,18.8661802378576,24271.0020563821,High income,0.6774713302835751,0.44904107889293227,0.33376843954533164,0.7378227838382849,0.549525908140031,13.69014415,0.0401402572623774
Canada,CAN,2001,46.0490993934186,8.62482357,4.96956,2.02116990089417,20.2841026881349,23822.096210932,High income,0.6087076758717355,0.47515924639011053,0.3275672031756139,0.743917399750964,0.538837881297106,13.594383570000002,0.039636801368927825
Canada,CAN,2002,45.6162132930749,8.85670471,5.01073,1.97170996665955,21.9101657296336,24256.0192337185,High income,0.6146999704533446,0.49123740232960056,0.33356146513017476,0.7496984142022558,0.5472993130288439,13.867434710000001,0.03946651449775197
Canada,CAN,2005,44.4124530492161,9.03540611,4.78215,1.97126996517181,21.4261406175556,36383.6600068095,High income,0.5814301454481412,0.5036281857102807,0.5010940731441275,0.7657741333351018,0.5879816344094129,13.81755611,0.04255322936477027
Canada,CAN,2007,43.9728341323754,9.42872047,4.78036,1.90357995033264,21.0190975213424,44660.0838892281,High income,0.5811696109011147,0.5308997853467181,0.6154255333179065,0.7716450617601528,0.624784997831473,14.20908047,0.04397082549786369
Canada,CAN,2008,43.979810181512,9.58826923,4.63826,1.85578000545502,21.6219998839381,46710.2526864484,High income,0.5604869521678948,0.5419625645069045,0.6437467980959037,0.7715518995153046,0.6294370535715019,14.22652923,0.04424389416388258
Canada,CAN,2009,44.0683296307463,10.69968033,4.85264,1.9174200296402,23.243451131495,40874.8831932903,High income,0.5916899668000389,0.6190254984681576,0.5631363406949077,0.7703697589595381,0.6360553912306606,15.55232033,0.0408977810213777
Canada,CAN,2010,44.2426034732426,10.70405102,5.36993,1.82503998279572,23.0197142776156,47560.6666009406,High income,0.666981539890168,0.6193285530218102,0.6554945125650156,0.7680424040244793,0.6774617523753683,16.073981019999998,0.042146482040288515
Canada,CAN,2011,44.6166392924826,10.40832329,5.27444,1.78714001178741,22.4927020268273,52223.8588398531,High income,0.6530829678814757,0.5988234073313441,0.7199123801513357,0.763047310685584,0.6837165165124348,15.68276329,0.04359668662144519
Chile,CHL,2000,53.8239099418384,7.00020742,3.77583,,6.57022529188154,5052.99245768719,High income,0.4349602430103238,0.3625117417180452,0.06828867071425535,0.6400880273114598,0.37646217068852106,10.77603742,0.034935120955483935
Chile,CHL,2002,52.4079963740217,7.20833778,4.08121,,6.94591516959635,4430.84741157069,High income,0.47940831003319984,0.37694306797348015,0.05969428833692402,0.658996966154332,0.393760658124484,11.28954778,0.03487833753820067
Chile,CHL,2003,51.5482417436611,7.25047779,3.96346,,6.87663655221664,4773.40177520754,High income,0.46226979443969785,0.37986496861650637,0.06442637324943042,0.6704786328993104,0.3942599423012363,11.21393779,0.035158028311233956
Chile,CHL,2004,50.6197973954189,6.91028595,3.53839,,6.44958927829717,6120.59152052304,High income,0.4004008447723525,0.3562767740230952,0.0830366055068981,0.6828776223566915,0.38064796166475934,10.44867595,0.03643025810028679
Chile,CHL,2005,49.6636024989372,6.62372065,3.26283,,5.91858766749222,7480.3233099645,High income,0.36029307953290085,0.3364069321711588,0.10182009498739554,0.6956472088840095,0.37354182889386617,9.88655065,0.037782826601294575
Chile,CHL,2006,48.7080013399686,6.07235622,3.02153,,5.23403618962165,9318.65655299547,High income,0.32517185819352035,0.2981764694218899,0.1272150393435211,0.7084088662929272,0.3647430583129646,9.09388622,0.040108601481156934
Chile,CHL,2007,47.848284266754,6.21259642,3.21379,0.311430007219315,4.88086792562641,10346.4138184533,High income,0.35315530624453273,0.30790043319309296,0.14141259501893993,0.7198900314777872,0.38058959148358823,9.42638642,0.04037491935150142
Chile,CHL,2008,47.1414138519081,6.73954487,3.79243,0.374920010566711,5.60564175669385,10683.2188772853,High income,0.4373763734464354,0.3444379426739094,0.14606525838143136,0.7293299928906629,0.4143023918481098,10.531974869999999,0.03933757884556269
Chile,CHL,2009,46.5631224830338,7.25026846,4.23065,0.354030013084412,7.46363356760434,10098.8017166866,High income,0.5011593059592546,0.3798504541097086,0.13799205330262895,0.7370528344368924,0.4390136619521211,11.48091846,0.03823854890021761
Chile,CHL,2010,46.0720549966286,6.81958389,4.16209,0.331649988889694,6.25632560406024,12632.8704725219,High income,0.49118039615806147,0.34998768184115675,0.1729979671068813,0.7436108371845297,0.4394442205726573,10.98167389,0.04001614189006457
Chile,CHL,2011,45.6658086015598,6.79947519,4.04519,0.352880001068115,5.89606227033918,14487.3927827263,High income,0.4741655980868904,0.34859338640884857,0.19861654907691906,0.7490360894132644,0.4426029057464806,10.84466519,0.04081296176433461
Chile,CHL,2013,45.2602643872248,7.47552681,4.52943,0.390300005674362,6.82840298248656,15683.54863663,High income,0.544646742808737,0.39546939956586863,0.21514038199257426,0.7544519643093328,0.4774271221691282,12.00495681,0.039769166164049546
Chile,CHL,2014,45.2518120502398,7.84150171,4.73095,0.376679986715317,6.90217416623611,14529.6767210362,High income,0.5739779841030261,0.42084533791143336,0.19920066420653904,0.7545648417665177,0.4871472069968791,12.57245171,0.03874719253122342
Chile,CHL,2015,45.3254058695677,8.3513937,4.87531,0.382959991693497,6.71412850656962,13433.9202985339,High income,0.5949895858956202,0.4562001879329437,0.1840637604472219,0.7535820268119082,0.4972088902719235,13.226703699999998,0.037591292702196355
Chile,CHL,2016,45.3579053946093,8.55767059,5.34201,0.371030002832413,6.93408695748799,13649.8520455553,High income,0.6629177831566598,0.4705029984337591,0.1870466661424311,0.7531480091250932,0.5184038642144858,13.899680590000001,0.03729609906197749
