Country,ISO3,Year,Dependency_Ratio,Health_Expenditure,Education_perGDP,RD_Expenditure,Contribution_revenue,GDP_percapita,income_level,edu_index,health_index,gdp_index,demo_index,rd_index,contrib_index,PSP,gov_spending,PSE
Argentina,ARG,2010,56.452142111234,9.44546413,5.01971,0.561039984226227,28.306984863164,10260.1313108254,Upper middle income,0.5740028507190744,0.5205420414564831,0.1395183776627581,0.5704145342512378,0.135706225399396,0.49447028398169335,0.40577571891177383,14.46517413,0.028051906963927703
Argentina,ARG,2011,56.2739537637124,9.41819859,5.29063,0.565970003604889,30.3497828604286,12704.2831819684,Upper middle income,0.6242185081731118,0.5186049685096895,0.17330974897273574,0.5742434073405527,0.13694994547665593,0.5302174883483245,0.4262573444701783,14.70882859,0.02897969351277744
Argentina,ARG,2012,56.1467747951315,9.82726669,5.34583,0.634909987449646,31.2223396268536,12949.717486654,Upper middle income,0.6344499576469892,0.5476671015137021,0.1767029758093148,0.5769762018083122,0.15434177204934774,0.5454864797476934,0.4392707480958933,15.173096690000001,0.028950632627642817
Argentina,ARG,2013,56.0487044709811,9.78097916,5.43661,0.618489980697632,31.7523181946791,12963.675773326,Upper middle income,0.6512762435752244,0.5443786164099084,0.1768959546717797,0.5790835159521529,0.15019941671609832,0.5547606479225992,0.44276573254129376,15.21758916,0.029095655552662705
Argentina,ARG,2014,56.0256427923844,9.67129993,5.36144,0.593959987163544,29.2376840944513,12233.1444119186,Upper middle income,0.6373433077608881,0.5365864850507589,0.1667960681719458,0.5795790603679438,0.14401111539106756,0.5107567184060678,0.4291787925247787,15.03273993,0.02854960536291129
Argentina,ARG,2015,56.0522891497333,10.22933674,5.77611,0.622619986534119,31.1406982010086,13679.6264980954,Upper middle income,0.7142033648864811,0.5762320599400131,0.1867942580734487,0.5790064891420442,0.15124131346812156,0.5440578251580706,0.45858921844469647,16.00544674,0.02865207237849935
Argentina,ARG,2016,56.0461721346243,9.85558891,5.54549,0.558149993419647,32.3220780680517,12699.9623137756,Upper middle income,0.6714574069577564,0.5496792460065357,0.17325001125217582,0.5791379302540111,0.13497715329781418,0.5647309546590602,0.4455387837378922,15.401078909999999,0.0289290631092476
Argentina,ARG,2017,55.9728015245357,10.23174763,5.46223,0.556309998035431,35.0715804198445,14532.5009308511,Upper middle income,0.6560249706679914,0.5764033409708195,0.19858558617310434,0.5807145022264337,0.1345129686718227,0.6128448761567711,0.4598477074778238,15.69397763,0.02930090244290885
Armenia,ARM,2004,48.9919306433595,6.05510139,2.48673,0.256590008735657,14.082448556199,1130.08791444158,Upper middle income,0.10450906650998218,0.27967463360500666,0.013291897988588692,0.7307179622095736,0.058901142507068696,0.24555315802673866,0.2387746434744931,8.54183139,0.027953565526244024
Armenia,ARM,2005,47.8193074702708,5.8618803,2.71203,0.257609993219376,14.2543232675329,1557.48458908655,Upper middle income,0.14626894996042727,0.26594729329966316,0.019200826930399487,0.7559150380778609,0.05915845897653036,0.24856081734485813,0.24917523076495654,8.5739103,0.029062029114645224
Armenia,ARM,2006,46.4862231466127,5.85007095,2.71577,0.240569993853569,14.8262017223638,2041.65267068997,Upper middle income,0.1469621677327516,0.2651083012091263,0.025894643143321513,0.7845600688199718,0.054859695077248825,0.25856819743093984,0.25599217890222664,8.56584095,0.029885236066895058
Armenia,ARM,2007,45.1305540220802,5.49814034,3.01894,0.211070001125336,12.666552810745,2962.70234594569,Upper middle income,0.20315543833049438,0.2401054857952544,0.03862852107413338,0.8136903969314017,0.04741758777156055,0.2207762027710734,0.2606289387789863,8.51708034,0.03060073738590404
Armenia,ARM,2008,44.0261431322025,6.63976622,3.17273,0.224380001425743,12.6315310828822,3777.66859313767,Upper middle income,0.23166077555128423,0.321211989004336,0.04989575343767909,0.8374217418516219,0.05077536658143707,0.22016335271695134,0.28518816319055157,9.81249622,0.029063773049845983
Armenia,ARM,2009,43.2941291937252,8.44377708,3.84079,0.29093000292778,14.2432790431012,2820.5926553347,Upper middle income,0.3554872635135762,0.4493774547397555,0.03666379810463298,0.8531511007520374,0.06756426063082015,0.24836755293576845,0.3351019051127651,12.28456708,0.027278283632667103
Armenia,ARM,2010,42.9172236658305,9.23538303,3.249,0.241390004754066,12.9238503075137,3041.34450723339,Upper middle income,0.24579759894571587,0.5056168862810263,0.039715780218733523,0.8612499660989711,0.05506656323377865,0.22527868721267233,0.3221209136651496,12.48438303,0.025801908904195935
Armenia,ARM,2011,42.8588952887091,9.37588882,3.14385,0.270139992237091,13.3840445298085,3349.55309771906,Upper middle income,0.22630779981205273,0.5155990822939002,0.04397688651289997,0.8625033137875817,0.06231946305165202,0.23333168948443062,0.3240063724904195,12.51973882,0.02587964310987276
Armenia,ARM,2012,43.1066653605776,9.13455009,2.77248,0.238529995083809,13.0790933541963,3511.56399687426,Upper middle income,0.1574734992483962,0.4984532372126545,0.046216751602402996,0.8571792834920544,0.054345054619948104,0.22799530673339458,0.3069438554848085,11.90703009,0.025778372370335426
Armenia,ARM,2013,43.5955735295585,10.32345009,2.65018,0.222159996628761,1.61983528844496,3680.16692158886,Upper middle income,0.1348049073887006,0.5829183175463949,0.048547754065975335,0.8466737293556914,0.05021531512412023,0.0274681667445652,0.2817713650375746,12.97363009,0.0217187759387993
Armenia,ARM,2014,44.220347328995,10.17827892,2.24724,0.241510003805161,1.40949242625845,3852.11800610384,Upper middle income,0.06011903327630662,0.5726046708677903,0.050925046169874665,0.8332487236196597,0.05509683598072665,0.023787347940301733,0.2659636096424433,12.42551892,0.02140462795596816
Armenia,ARM,2015,45.0074829961521,10.11762714,2.80591,0.250019997358322,0.726236230955159,3512.39350276709,Upper middle income,0.16366982815984044,0.5682956814909845,0.04622821985114784,0.8163349208063053,0.05724369363512625,0.01183095338686127,0.27726721622171097,12.92353714,0.02145443721932237
Brazil,BRA,2010,45.7187256688073,7.94516611,5.6488,1.15991997718811,31.5529577946931,11403.2821284616,Upper middle income,0.6906061577756235,0.4139537726501481,0.15532289218500211,0.8010518904219988,0.28678860741594014,0.5512720127416093,0.4831658888650536,13.59396611,0.03554267275314354
Brazil,BRA,2011,45.1609994407706,7.78819132,5.73741,1.13966000080109,31.8870126994403,13396.6243566047,Upper middle income,0.7070302291140343,0.4028015409673135,0.1828816409576559,0.8130361922881801,0.2816775241803632,0.5571176856694582,0.4907574688628342,13.52560132,0.03628359710241957
Brazil,BRA,2012,44.6429009356262,7.73637724,5.8551,1.12683999538422,31.4412568226523,12521.7213530369,Upper middle income,0.7288443466607849,0.39912042360704875,0.17078575910889476,0.8241689821229432,0.2784433587739243,0.5493173420003805,0.49178003537899606,13.59147724,0.03618297162957954
Brazil,BRA,2013,44.1751173479507,7.9766016,5.83885,1.19567000865936,32.2561576862547,12458.891214816,Upper middle income,0.7258323710457394,0.41618709857173986,0.16991710746938482,0.8342206157756815,0.29580744253369073,0.5635774047910952,0.5009236733645553,13.8154516,0.036258219265489326
Brazil,BRA,2014,43.8183703322034,8.39644146,5.94848,1.26970994472504,33.7823427905954,12274.9939689363,Upper middle income,0.7461525486874274,0.44601450836415835,0.16737465493532966,0.8418863193263736,0.3144858589720698,0.5902843287743913,0.517699703176625,14.34492146,0.03608940659732444
Brazil,BRA,2015,43.5935934449924,8.90929985,6.24106,1.37092995643616,31.6180564110507,8936.19661756825,Upper middle income,0.8003829379458883,0.4824503945708896,0.12121445418803053,0.8467162769892216,0.3400211258982966,0.5524111824226233,0.5238660620024916,15.150359850000001,0.0345777966457009
Brazil,BRA,2016,43.4398109123601,9.16901684,6.31404,1.28637003898621,31.2806879470141,8836.28652636996,Upper middle income,0.8139099521234893,0.5009019181846395,0.11983315745718691,0.8500207231496595,0.3186887823543474,0.5465075250630012,0.524977009722054,15.48305684,0.03390654798642811
Brazil,BRA,2017,43.3713300884192,9.47125053,6.32255,1.11749994754791,33.8720942275792,10080.5092817775,Upper middle income,0.8154873005840452,0.5223740293003034,0.137035031701048,0.8514922244434782,0.27608709926978015,0.5918549015693297,0.5323884311446642,15.79380053,0.03370869665812248
Canada,CAN,2000,46.505468173978,8.24814415,5.442,1.85847997665405,18.8661802378576,24271.0020563821,High income,0.6522752927176918,0.4354787659111113,0.3332242358497962,0.7841465357892936,0.4630177517204943,0.3292643395965078,0.4995678202641491,13.69014415,0.03649105625116074
Canada,CAN,2001,46.0490993934186,8.62482357,4.96956,2.02116990089417,20.2841026881349,23822.096210932,High income,0.5647074305901806,0.46223985386667255,0.3270179340704677,0.7939528905088444,0.504060333829015,0.35407676043986525,0.501009200550841,13.594383570000002,0.03685413155889355
Canada,CAN,2002,45.6162132930749,8.85670471,5.01073,1.97170996665955,21.9101657296336,24256.0192337185,High income,0.5723383866561139,0.4787137870132613,0.3330170923699352,0.8032546544198857,0.4915828345530898,0.382531462243624,0.510239702875985,13.867434710000001,0.03679409447718863
Canada,CAN,2005,44.4124530492161,9.03540611,4.78215,1.97126996517181,21.4261406175556,36383.6600068095,High income,0.5299705475122934,0.4914095798526522,0.5006865474950359,0.8291207970033085,0.49147183322788307,0.37406143993931257,0.5361201241717476,13.81755611,0.038799923800110235
Canada,CAN,2007,43.9728341323754,9.42872047,4.78036,1.90357995033264,21.0190975213424,44660.0838892281,High income,0.5296387668137746,0.5193524926407872,0.6151113980256153,0.8385672342347954,0.4743953424437137,0.3669385365656831,0.5573339617873949,14.20908047,0.03922378812366561
Canada,CAN,2008,43.979810181512,9.58826923,4.63826,1.85578000545502,21.6219998839381,46710.2526864484,High income,0.5033001985123621,0.5306875913291115,0.6434557967076022,0.8384173343834281,0.46233661679376536,0.3774888082996932,0.5592810576709938,14.22652923,0.039312544094846226
Canada,CAN,2009,44.0683296307463,10.69968033,4.85264,1.9174200296402,23.243451131495,40874.8831932903,High income,0.5430360343494968,0.6096474936298186,0.5627794935685471,0.8365152473964376,0.4778868468747477,0.4058628076841452,0.5726213205838655,15.55232033,0.03681902818573603
Canada,CAN,2010,44.2426034732426,10.70405102,5.36993,1.82503998279572,23.0197142776156,47560.6666009406,High income,0.6389169491745333,0.6099580081238584,0.655213107164067,0.8327704883536233,0.4545816810784472,0.40194760556886816,0.5988979732438996,16.073981019999998,0.03725884536623023
Canada,CAN,2011,44.6166392924826,10.40832329,5.27444,1.78714001178741,22.4927020268273,52223.8588398531,High income,0.6212176536987988,0.5889481111843642,0.7196835937550693,0.8247332866923065,0.4450204702088467,0.392725345385593,0.5987214101541631,15.68276329,0.03817703545496561
Chile,CHL,2007,47.848284266754,6.21259642,3.21379,0.311430007219315,4.88086792562641,10346.4138184533,High income,0.2392713428592082,0.29086382559854257,0.14071126763299016,0.7552923908744256,0.07273589687867126,0.08453342737418962,0.2639013585363379,9.42638642,0.027996025918947835
Chile,CHL,2008,47.1414138519081,6.73954487,3.79243,0.374920010566711,5.60564175669385,10683.2188772853,High income,0.346523624083201,0.32830073632357404,0.14536773147079113,0.7704814711183416,0.08875283024210298,0.0972163447715274,0.29610712300158964,10.531974869999999,0.028115061672340437
Chile,CHL,2009,46.5631224830338,7.25026846,4.23065,0.354030013084412,7.46363356760434,10098.8017166866,High income,0.42774872894629046,0.36458495623919895,0.13728793188596486,0.7829076723310642,0.08348280850646919,0.12972960015217738,0.3209569496768608,11.48091846,0.027955685844742145
Chile,CHL,2010,46.0720549966286,6.81958389,4.16209,0.331649988889694,6.25632560406024,12632.8704725219,High income,0.41504097213598196,0.3339870869452697,0.1723224398739645,0.7934596254182688,0.07783689045166269,0.10860275130855089,0.316874961022283,10.98167389,0.02885488716896173
Chile,CHL,2011,45.6658086015598,6.79947519,4.04519,0.352880001068115,5.89606227033918,14487.3927827263,High income,0.393373282942209,0.33255846976896636,0.19796194809218684,0.8021889610417533,0.08319268935603556,0.10229845346139452,0.31859563411042424,10.84466519,0.029378097758537093
Chile,CHL,2013,45.2602643872248,7.47552681,4.52943,0.390300005674362,6.82840298248656,15683.54863663,High income,0.4831283027471071,0.38058837505372983,0.21449927831338994,0.8109032083558569,0.09263281675622019,0.11861361238611015,0.35006093226873575,12.00495681,0.029159699431583024
Chile,CHL,2014,45.2518120502398,7.84150171,4.73095,0.376679986715317,6.90217416623611,14529.6767210362,High income,0.5204805074205812,0.40658896326857774,0.19854654034962696,0.8110848303646686,0.08919682802454455,0.1199045445220309,0.3576337023250051,12.57245171,0.02844582032003725
Chile,CHL,2015,45.3254058695677,8.3513937,4.87531,0.382959991693497,6.71412850656962,13433.9202985339,High income,0.547237972022917,0.44281410238614916,0.18339727218211643,0.8095034621198659,0.0907811155651697,0.11661390754502331,0.3650579719702069,13.226703699999998,0.027600071813070625
Chile,CHL,2016,45.3579053946093,8.55767059,5.34201,0.371030002832413,6.93408695748799,13649.8520455553,High income,0.6337419116870215,0.4574689884866154,0.1863826144300186,0.8088051192788326,0.0877714789839755,0.12046299086489896,0.3824388506218938,13.899680590000001,0.027514218628666615
Chile,CHL,2017,45.2413877408172,9.090518,5.41946,0.356790006160736,6.91575083057027,14879.9086230423,High income,0.6480974508491918,0.49532498923627927,0.20338863563225493,0.8113088256953287,0.08417908544545642,0.12014212444683027,0.3937401852175568,14.509978,0.027135822343600853
Colombia,COL,2000,58.8133450075626,5.63529348,3.51121,0.131060004234314,7.62545687056178,2555.00751039968,Upper middle income,0.2943988374700888,0.24984949369173412,0.032991977890483776,0.5196775115788137,0.02723307491841324,0.1325613684865153,0.20945204400600814,9.14650348,0.022899684503920197
Colombia,COL,2003,56.4598488466286,5.77505445,4.32514,0.173979997634888,11.0353778309592,2311.94218760291,Upper middle income,0.4452626720764839,0.25977877416828515,0.029631503170324827,0.570248933569884,0.03806071136527947,0.19223204645301456,0.2558691068005453,10.10019445,0.02533308720611268
Colombia,COL,2008,51.8190453645652,6.84192181,3.93878,0.195409998297691,17.0399442147926,5541.83629665898,Upper middle income,0.3736499398531638,0.3355740784561526,0.07428607329733698,0.6699695259229721,0.043466962341772636,0.2973067831344275,0.2990422271676376,10.78070181,0.027738660472943516
Colombia,COL,2009,50.8541482322295,7.31134558,4.77652,0.193509995937347,13.5665337010393,5250.97292433518,Upper middle income,0.5289270138068962,0.3689241637817623,0.07026477153998364,0.6907030290691838,0.04298763946271279,0.2365250927026733,0.3230552850605353,12.087865579999999,0.02672558549915107
Colombia,COL,2010,49.928044960482,7.07130194,4.83383,0.193580001592636,12.4582978377629,6398.2958447102,Upper middle income,0.5395495567298657,0.35187032802080376,0.08612696704124344,0.7106029380387686,0.043005300131427705,0.21713192022843977,0.3247145016984248,11.90513194,0.02727517034963871
Colombia,COL,2011,49.0726865317542,6.78076792,4.46608,0.198420003056526,18.0018320308325,7400.9940695669,Upper middle income,0.4713862316570685,0.33122941680961315,0.09998966863029941,0.7289826969569415,0.04422631094949089,0.31413899091209,0.33165888598591725,11.24684792,0.0294890522522436
Colombia,COL,2012,48.2742067097504,6.74601603,4.37039,0.221159994602203,20.0750453991253,8108.59838244229,Upper middle income,0.45364986571222576,0.32876047814311526,0.10977257956935331,0.7461402605426342,0.04996303972676301,0.3504184380582264,0.33978411029205297,11.11640603,0.0305660039202484
Colombia,COL,2013,47.4997948976283,7.01724052,4.87855,0.257609993219376,12.9823482948101,8279.10255642981,Upper middle income,0.5478385136224706,0.34802954899543903,0.11212986755998008,0.762780655881182,0.05915845897653036,0.2263023515738677,0.3427065661015783,11.895790519999998,0.028809061955604977
Colombia,COL,2014,46.8044174276503,7.18553209,4.62946,0.303169995546341,15.9108055218657,8187.20824890084,Upper middle income,0.5016690978715991,0.3599857782658078,0.11085939222510141,0.7777227781846169,0.07065210337462477,0.27754782915641435,0.3497394965130274,11.81499209,0.02960133141426651
Colombia,COL,2015,46.1958678527108,7.52338505,4.47039,0.365420013666153,16.3921321631323,6248.51490534512,Upper middle income,0.47218510026635135,0.38398845082648736,0.08405618600795366,0.7907991612557237,0.08635621960599273,0.28597063054720334,0.35055929141828535,11.99377505,0.02922843641446196
Colombia,COL,2016,45.5697969538474,7.53117037,4.47721,0.270509988069534,18.2137432960152,5959.84250367574,Upper middle income,0.4734492032629428,0.3845415567893302,0.08006517529093495,0.8042520387867346,0.06241280370814185,0.31784725541705866,0.3537613388758572,12.008380370000001,0.02945953808722143
Colombia,COL,2017,44.8394758378985,7.67864323,4.53551,0.261090010404587,7.27819923747506,6479.53231292429,Upper middle income,0.48425524500799805,0.39501872641414854,0.08725009351048767,0.8199450226788282,0.06003637991558176,0.1264846591914965,0.32883168778642347,12.21415323,0.026922184583271634
Colombia,COL,2018,44.0866022098027,7.62541389,4.45749,0.312330007553101,16.5323584258946,6816.96818309544,Upper middle income,0.46979405500886917,0.39123706228830785,0.0919152785658363,0.8361226101269721,0.07296294436037386,0.2884244692915359,0.3584094032736492,12.08290389,0.029662522067255236
Cyprus,CYP,2000,47.5479465278275,5.30800056,4.98954,0.226899996399879,23.7120799012714,14388.3525390625,High income,0.5684107704540947,0.2265970563290758,0.19659267734932215,0.7617459839531873,0.0514110980265288,0.41406340726751656,0.36980349889662084,10.29754056,0.03591182736711851
Cyprus,CYP,2001,46.5566015508024,5.33940458,5.11552,0.236939996480942,23.2226872189441,14821.44921875,High income,0.5917614589453822,0.22882814647299238,0.20258041112692687,0.7830477927277419,0.053943937903498676,0.40549945710988294,0.3776102007144042,10.45492458,0.036117926803294474
Cyprus,CYP,2002,45.8164578213726,5.61565971,5.58167,0.279670000076294,23.4124390366534,16093.2158203125,High income,0.6781634548194391,0.24845461778938394,0.22016308999414874,0.7989518428368292,0.06472364469389093,0.4088199503821874,0.40321276675264656,11.19732971,0.036009725282318814
Cyprus,CYP,2003,45.1491583704099,5.63568783,6.67023,0.318340003490448,23.5018891134347,20252.24609375,High income,0.8799306040818294,0.2498775101812872,0.2776633369789818,0.8132906306747715,0.07447911540097486,0.41038524963330947,0.45093774115852564,12.30591783,0.03664397466227236
Cyprus,CYP,2004,44.323545634102,5.40558147,6.11772,0.335640013217926,24.9924191885499,23792.619140625,High income,0.7775215796468298,0.233529665801857,0.3266104018546368,0.8310312205181216,0.07884347338463374,0.436468241334447,0.44733409709008765,11.52330147,0.038819959562343
Cyprus,CYP,2005,43.3855082732175,5.43580961,6.28667,0.367269992828369,24.5000624364486,24959.26171875,High income,0.808836858426025,0.23567721586783352,0.342739699304969,0.8511875666418619,0.08682292288844208,0.4278524225103521,0.45885278093991394,11.72247961,0.03914297966007841
Cyprus,CYP,2006,42.4094390563105,5.46357489,6.33027,0.383459985256195,23.1141609075499,26729.28125,High income,0.8169182206916237,0.237649792708349,0.3672109230094153,0.8721611331511476,0.09090725138425386,0.4036003401938883,0.4647412768564463,11.793844889999999,0.03940540860008261
Cyprus,CYP,2007,41.4812391931976,5.35744858,6.28083,0.400070011615753,20.9848931820365,31244.87890625,High income,0.807754400728064,0.2301100775938116,0.4296408558177441,0.89210609322744,0.0950975438923546,0.3663399901068405,0.4701748268943758,11.63827858,0.04039900090571434
Cyprus,CYP,2008,40.6615706533581,6.01427698,6.72276,0.385939985513687,21.8284418426812,35397.296875,High income,0.8896671627931116,0.27677427439041535,0.4870496850614997,0.909718955448799,0.09153289316675932,0.3811013646556908,0.5059740559193793,12.73703698,0.03972462800523166
Cyprus,CYP,2009,39.9857916008929,6.46531534,7.20545,0.444370001554489,26.3220760753644,32236.44921875,High income,0.9791348864624208,0.30881817321369615,0.4433497095944813,0.9242399511496717,0.10627331880871446,0.4597360908888833,0.5369253550196446,13.670765339999999,0.039275442278906426
Cyprus,CYP,2010,39.4796855753486,6.50055742,6.5428,0.442919999361038,26.1236183906797,31105.02734375,High income,0.856311154689507,0.3113219372967377,0.4277073523671144,0.9351150491485005,0.1059075196705059,0.45626325244766097,0.5154377109366711,13.04335742,0.03951725727812427
Cyprus,CYP,2011,39.2263750889524,6.43139076,6.53854,0.452630013227463,26.5638665751692,32485.796875,High income,0.8555215536975014,0.3064080105633569,0.44679704007222126,0.9405581306860635,0.10835711231276093,0.46396721624831966,0.5202681772633706,12.96993076,0.04011341208296247
Cyprus,CYP,2013,39.3425836453323,6.92774534,6.48378,0.484849989414215,26.8336136370115,27797.45703125,High income,0.8453716592556622,0.3416713880330516,0.3819788778467162,0.9380610660886314,0.11648540313566148,0.46868755734904866,0.5153759919514619,13.41152534,0.038427843133871445
Cyprus,CYP,2014,39.5330557690566,6.93137264,6.4485,0.512049973011017,25.5609890488326,27244.3515625,High income,0.8388324285049665,0.3419290885847335,0.37433197484990277,0.933968241844306,0.12334727589967169,0.44641772386744755,0.5098044555918381,13.37987264,0.03810233993317279
Cyprus,CYP,2015,39.821643139521,6.79382181,6.34636,0.47529000043869,26.0328926508499,23487.228515625,High income,0.8199005399313826,0.3321568269093001,0.3223882550536137,0.9277671381691436,0.11407365800567157,0.45467563019262036,0.49516034137695525,13.14018181,0.03768291402179277
Cyprus,CYP,2016,40.2003427063831,6.65254688,6.1638,0.519699990749359,26.1689136581568,24715.154296875,High income,0.7860626157293709,0.3221199875522528,0.33936481715075906,0.9196297228967013,0.1252771832533326,0.45705588059078295,0.4915850345288666,12.816346880000001,0.03835609625204421
Cyprus,CYP,2017,40.6130010482004,6.62192535,5.77719,0.542590022087097,26.3100698788177,26696.990234375,High income,0.7144035454196656,0.31994448919966456,0.3667644868808574,0.9107626087332789,0.1310517633020585,0.4595259927968568,0.48374214772206364,12.399115349999999,0.03901424690932194
Czechia,CZE,2000,43.3124778062693,5.70103025,3.65089,1.10996997356415,46.617915904936,6062.92152842793,High income,0.3202888530952915,0.25451974481372136,0.08149028378799521,0.8527568296912551,0.27418747594063436,0.8148957959363774,0.43302316387754586,9.35192025,0.046303128373827385
Czechia,CZE,2001,42.5829572656062,5.86295414,3.74855,1.09870994091034,45.0426000653307,6669.07494847497,High income,0.3383903631608506,0.26602358397328213,0.08987059580111234,0.8684326109928853,0.27134685248532725,0.7873291264292762,0.436898855473789,9.611504140000001,0.04545582555133654
Czechia,CZE,2002,41.8905086615567,6.17736149,3.97256,1.09818994998932,46.8991631399752,8101.26018588111,High income,0.3799111420855475,0.28836056948532557,0.10967112608453837,0.8833117984518601,0.27121567183495,0.8198173801566276,0.4587146146831415,10.14992149,0.04519390767062391
Czechia,CZE,2003,41.232284481833,6.52412462,4.13643,1.14209997653961,42.4270434039263,9852.45677945801,High income,0.4102848309493933,0.3129962626741802,0.13388211519245002,0.8974555788030136,0.2822930687819035,0.741559139072266,0.4630784992455344,10.66055462,0.04343849975467172
Czechia,CZE,2004,40.7022236719591,6.35071039,4.01424,1.13935005664825,44.8048143742442,11782.5546676117,High income,0.38763662784770714,0.3006760954036244,0.16056648582147512,0.9088454120825475,0.2815993330545058,0.7831680817708656,0.4704153393301209,10.36495039,0.04538519931402401
Czechia,CZE,2005,40.3846714345027,6.34086704,3.89038,1.16100001335144,46.3982251482251,13442.4916284309,High income,0.36467888632896706,0.2999767772536513,0.18351577422554077,0.9156689066227907,0.28706107341603626,0.8110513970344203,0.47699213581356775,10.23124704,0.04662111411724526
Czechia,CZE,2006,40.2500196562795,6.16380167,4.2171,1.22541999816895,46.94346098476,15259.0788162004,High income,0.4252372046642065,0.2873972157250336,0.2086308142947001,0.9185622752253854,0.30331261774892315,0.8205925542622632,0.493955446986752,10.38090167,0.04758309660270118
Czechia,CZE,2007,40.3686281575802,5.98578405,3.86663,1.29571998119354,46.4184029217222,18452.6532812196,High income,0.36027676812236215,0.27475000185160336,0.2527832509037479,0.9160136411249474,0.32104753795981367,0.811404490680405,0.48937928177381335,9.85241405,0.04967100238482297
Czechia,CZE,2008,40.8263492689023,6.33024931,3.74455,1.23357999324799,47.3081763787187,22774.7045076205,High income,0.3376489537786856,0.2992224434851157,0.3125373273735371,0.9061782278112901,0.30537117957812604,0.8269747593265699,0.4979888152255541,10.07479931,0.049429154854852796
Czechia,CZE,2009,41.5983684904551,7.24880648,4.17128,1.28656005859375,45.6930004722014,19817.4215836554,High income,0.4167443601915061,0.3644810902638046,0.2716517152590866,0.8895892439470163,0.31873671952919774,0.7987105730019082,0.5099856170320867,11.42008648,0.04465689624375652
Czechia,CZE,2010,42.5753401685329,7.55343866,4.06446,1.32669997215271,45.9789742169066,20160.4355077059,High income,0.3969450226407891,0.3861236014556143,0.27639401912691564,0.8685962855451683,0.3288630116506509,0.803714867067771,0.5101061345811515,11.617898660000002,0.04390691892824201
Czechia,CZE,2011,43.8657197049133,7.5335784,4.27214,1.54477000236511,44.8784414918899,22049.1080788682,High income,0.43543899776279726,0.38471263463220684,0.30250566827958053,0.8408688861356711,0.3838766036859523,0.7844564928741323,0.52197654722839,11.8057184,0.04421387411954448
Czechia,CZE,2012,45.474711089563,7.59409809,4.25086,1.76967000961304,44.8785762930035,20014.0354015165,High income,0.43149469984967936,0.389012239710534,0.2743699794563559,0.8062952234954803,0.44061322740000897,0.7844588517774419,0.5210407036149167,11.84495809,0.04398839570861805
